Date,Open,High,Low,Close,Adj Close,Volume,RSI14,EMA4,EMA20,EMA14,EMA50,EMA100,EMA200,RSI28,MFI14,OBV14,EMA7OBV14,ADX14,ATR,EMA14ATR,RSX14,EMA4VOLUME,EMA14VOLUME,MACD,MACD_SIGNAL,MACD_HISTOGRAM,up_trend,down_trend,State1,State2,State3,State4,State5,State6,State7,State8,State9,State10,State11,State12,State13,State14,State15
2013-01-22,6080.14990234375,6101.2998046875,6040.5,6048.5,6048.5,129000,60.660873505435056,6053.202413301936,5989.113132837294,6012.3904887860335,5882.667135166993,5734.054192212485,5559.527843997794,60.859205952656424,50.43613187218549,1900.0,25018.75,29.11212005368807,56.867266240911086,58.03241559732178,63.60026175532103,83016.0,32326.22222222222,-53.75129227652451,-52.146689872130054,-1.6046024043944556,False,True,0.10660873505435053,0.010700963405291475,0.10859205952656426,0.006005849300925403,0.004361318721854968,-1,-0.20887879946311932,-0.08886714437715881,8.94442923602442,-0.02007756086693846,0.1360026175532103,1.568069953529299,0.008729404759444392,0.9900349422854473,1
2013-01-23,6052.85009765625,6069.7998046875,6021.14990234375,6054.2998046875,6054.2998046875,137000,61.22127726686882,6053.641369856161,5995.321387299218,6017.978397572896,5889.397828089366,5740.395689489218,5564.450948084259,61.12767808660872,33.07130468510747,138900.0,53489.0625,28.412712996254392,56.280311676828155,57.798801741255964,63.1531566480878,104609.6,46282.72592592593,-52.477255811082614,-52.212803059920574,-0.2644527511620396,True,False,0.11221277266868812,0.009727582357885067,0.11127678086608717,0.006035483133215003,-0.16928695314892528,1,-0.2158728700374561,-0.08667766298995049,9.009588831425146,-0.026271999049833794,0.13153156648087805,1.26022987858201,0.002560163933077675,0.9919849247241763,1
2013-01-24,6046.2001953125,6065.2998046875,6007.85009765625,6019.35009765625,6019.35009765625,185200,56.04051896105217,6039.924860976196,5997.60983590465,6018.161290917344,5894.493995523362,5745.9195391558915,5568.9773077814925,58.615188962911986,22.588588297166375,-46300.0,28541.796875,27.365645971682298,56.36383991642972,57.6074734979458,61.300882231811094,136845.76,64805.02913580247,-48.09303687058127,-51.38884982205272,3.295812951471447,False,True,0.06040518961052177,0.007055314738585894,0.0861518896291199,0.00019753653673260096,-0.2741141170283362,-1,-0.22634354028317705,-0.07989739106437292,8.942272916507719,-0.02158805977770273,0.11300882231811094,1.111653398276116,0.007633665808729262,0.9905281339948191,1
2013-01-25,6024.5,6080.5498046875,6014.4501953125,6074.64990234375,6074.64990234375,147600,61.580490158921606,6053.814877523218,6004.9469850893265,6025.693105774199,5901.55893304573,5752.429051298225,5574.00887588659,61.229978044327744,38.25350733020512,101300.0,46731.34765625,26.728933307475447,57.059252020613314,57.53437730096814,60.34252278484983,141147.456,75844.35858436214,-48.52141913590913,-50.81536368482401,2.2939445489148795,True,False,0.11580490158921608,0.008137939028476593,0.11229978044327749,0.008124674740344506,-0.11746492669794883,1,-0.2327106669252455,-0.07987525193375895,9.091870058711208,-0.008258111109283317,0.10342522784849828,0.8610145650187131,0.0009712333119762384,0.9891293367379306,1
2013-01-28,6082.10009765625,6088.39990234375,6061.39990234375,6074.7998046875,6074.7998046875,113100,61.59461932511198,6062.208848388931,6011.599634574867,6032.240665629306,5908.352692717956,5758.81263057326,5578.991870203018,61.23686288186575,46.56429844003639,214400.0,88648.5107421875,26.30843415100808,54.91216259056951,57.18474867291499,59.936095164009096,129928.4736,80811.77743978052,-48.316053643165105,-50.31550167649223,1.999448033327127,True,False,0.11594619325111977,0.008418593534238683,0.1123686288186575,0.007055278696138423,-0.03435701559963611,1,-0.2369156584899192,-0.07953521959008916,9.000246767050216,-0.03974112215381431,0.09936095164009096,0.6077913110724529,0.0022387729791122357,0.9955653372917231,-1
2013-01-29,6064.7001953125,6111.7998046875,6042.4501953125,6049.89990234375,6049.89990234375,157600,57.792628496262125,6057.285269970858,6015.247279124284,6034.5952305245655,5913.903563683674,5764.576734964755,5583.67752226412,59.41922193318253,39.21724541518526,56800.0,80686.38305664062,26.40423184193036,55.94340878945741,57.01923668845399,58.91985108431259,140997.08416,91050.20711447645,-45.61822745882728,-49.37604683295925,3.7578193741319694,False,True,0.07792628496262122,0.006988572355531408,0.09419221933182531,0.002536155489231362,-0.10782754584814741,-1,-0.2359576815806964,-0.07540327640983718,8.959011155685268,-0.01886780605069771,0.08919851084312591,0.5485641233383014,0.010231558098964477,0.988653160837858,1
2013-01-30,6065.0,6071.9501953125,6044.14990234375,6055.75,6055.75,124200,58.44167597873847,6056.671161982515,6019.104681112448,6037.415866454624,5919.466169029412,5770.342542193175,5588.374760848556,59.71059257006209,34.88695254533876,181000.0,105764.78729248047,26.493186840643908,53.933186230835446,56.60776329410485,57.87786265774636,134278.250496,95470.17949921293,-43.45135459229277,-48.19110838482595,4.739753792533179,True,False,0.08441675978738472,0.006241207432053475,0.09710592570062093,0.0030367518075482547,-0.15113047454661244,1,-0.23506813159356094,-0.07175222654880531,9.009669742889438,-0.047247531215350747,0.0787786265774636,0.40649416603544775,0.0026751757111009855,0.9954215215746974,-1
2013-01-31,6045.64990234375,6058.0498046875,6025.14990234375,6034.75,6034.75,168500,55.16244126303674,6047.902697189509,6020.594711482691,6037.060417594007,5923.9871035772785,5775.578333436874,5592.816305516731,58.15616106352014,30.3534264394241,12500.0,82448.59046936035,25.89269040041043,52.430808810329346,56.05083602960145,56.120539872655975,147966.9502976,105207.48889931788,-39.583276368173756,-46.46954198149552,6.886265613321761,False,True,0.05162441263036743,0.0045357621656105795,0.0815616106352014,-0.0003827057266602152,-0.19646573560575897,-1,-0.24107309599589571,-0.06559223889667966,8.965322214424308,-0.06458471408633948,0.06120539872655972,0.4064298259147916,0.003860939506607597,0.9945692255091245,1
2013-02-01,6040.9501953125,6052.9501953125,5983.2001953125,5998.89990234375,5998.89990234375,159300,50.0040879729341,6028.301579251205,6018.528539183744,6031.972348893973,5926.92486039165,5780.000542722159,5596.85693832098,55.59396040720265,27.04593136188479,-146800.0,25136.442852020264,24.059743072948372,53.667893895305816,55.73311041169537,52.82654293602814,152500.17017856002,112419.82371274216,-33.2418024323315,-43.82399407166272,10.58219163933122,False,True,4.087972934097017e-05,0.0016238254922000817,0.05593960407202647,-0.005482857784699036,-0.2295406863811521,-1,-0.2594025692705163,-0.05541316403586603,8.94059389758275,-0.03705546848424557,0.028265429360281424,0.3565238330939935,0.009010034147699741,0.9884766935544893,1
2013-02-04,6025.2001953125,6038.5,5981.25,5987.25,5987.25,141700,48.419541775725165,6011.880947550723,6015.549630690054,6026.009369041443,5929.2905521409975,5784.104492371224,5600.741446397387,54.780623301624914,24.65947553493153,-288500.0,-53272.6678609848,22.378448067878825,53.92375861706969,55.49186350574528,48.733638617820155,148180.102107136,116323.84721770987,-26.965250273610764,-40.45224531205233,13.486995038441563,False,True,-0.015804582242748333,-0.0006098666563424393,0.04780623301624909,-0.0064320127413954875,-0.2534052446506847,-1,-0.27621551932121174,-0.04503778909117001,8.980579935432498,-0.028258284901771957,-0.012663613821798425,0.2738583330192341,0.008559856361434637,0.9905191686677155,-1
2013-02-05,5948.2001953125,5970.35009765625,5946.89990234375,5956.89990234375,5956.89990234375,136200,44.4663041474403,5989.888529467934,6009.963942276121,6016.794773481752,5930.373271756792,5787.526183657808,5604.285311630684,52.697730312608655,22.744679300396847,-424700.0,-146129.5008957386,21.70356314660776,52.95421140558257,55.153509892390254,43.65040398306112,143388.06126428157,118974.00092201523,-19.31933694279178,-36.22566363820022,16.90632669540844,False,True,-0.055336958525597,-0.0033403549507127206,0.026977303126086594,-0.009954614274360951,-0.2725532069960315,-1,-0.2829643685339224,-0.03243186432458024,8.949308785074534,-0.0398759478970373,-0.0634959601693888,0.20520500406025022,0.0022579186377142957,0.9960722244208584,-1
2013-02-06,5988.0498046875,5990.89990234375,5953.14990234375,5959.2001953125,5959.2001953125,157800,44.83393503636157,5977.61319580576,6005.129299708157,6009.115496392518,5931.503739347212,5790.925669037109,5607.816803010603,52.838673253522,29.13073941356563,-266900.0,-176322.12567180395,20.47686513181628,51.868196305183815,54.715468080762726,38.778950777925104,149152.83675856894,124150.80079907987,-13.29228477577908,-31.638987865715993,18.346703089936913,True,False,-0.05166064963638434,-0.004582100156233837,0.02838673253522006,-0.008306597054089648,-0.20869260586434368,-1,-0.2952313486818372,-0.022305484528334484,9.003861560554082,-0.05203778520867619,-0.11221049222074897,0.20138441152668252,0.0053194566371816965,0.993698776374943,1
2013-02-07,5936.4501953125,5978.5,5927.60009765625,5938.7998046875,5938.7998046875,157600,42.167833298092795,5962.087839358456,5998.8122049442845,5999.740070831849,5931.789859556635,5793.853869743058,5611.110166211368,51.42931410065942,26.915887184123793,-424500.0,-238366.59425385296,19.95545524325167,51.799032450795686,54.32660999676712,33.86509124886389,152531.70205514136,128610.69402586922,-6.791374740077117,-26.66946524058822,19.878090500511103,False,True,-0.07832166701907206,-0.006121939532556131,0.014293141006594179,-0.010157151047361923,-0.23084112815876207,-1,-0.30044544756748326,-0.011435601406729824,8.965766562699057,-0.04652558932209916,-0.16134908751136107,0.18599548202780536,0.006684885266070806,0.9914861750700427,1
2013-02-08,5929.10009765625,5953.7001953125,5883.64990234375,5903.5,5903.5,192600,37.96125546077456,5938.652703615074,5989.734852092448,5986.908061387603,5930.680453299512,5796.025080243195,5614.019517791355,49.0801996158488,19.906598863218626,-617100.0,-333049.9456903897,20.362360965707335,53.102693916363854,54.16342118604668,28.530530434401,168559.02123308482,137142.60148908666,1.1952642628530157,-21.096519339899977,22.291783602752993,False,True,-0.12038744539225443,-0.008528282092408301,-0.009198003841512037,-0.013931742484161624,-0.3009340113678137,-1,-0.2963763903429266,0.0020246705562005857,8.94056070948942,-0.019583830682321945,-0.21469469565598998,0.22907848766816752,0.008503463252731436,0.9882341584777979,1
2013-02-11,5920.0498046875,5924.14990234375,5879.10009765625,5897.85009765625,5897.85009765625,122000,37.319547634314276,5922.331661231544,5980.983923098524,5975.033666223422,5929.392988372326,5798.0414172216715,5616.843702665633,48.71089691585586,20.005004442747445,-739100.0,-434562.4592677923,20.82392834281973,52.52748754287358,53.94529670029027,23.544382697185306,149935.41273985087,135123.58795720845,7.889685728320728,-15.299278326255836,23.188964054576566,False,True,-0.12680452365685724,-0.009806457034680527,-0.012891030841441387,-0.012917679276601812,-0.2999499555725256,-1,-0.2917607165718027,0.013377223221485428,8.990429571705345,-0.02628234979026567,-0.26455617302814693,0.10961687005627097,0.004459218910624951,0.9923955663799666,-1
2013-02-12,5894.35009765625,5927.64990234375,5886.4501953125,5922.5,5922.5,142800,41.93161322565328,5922.398996738926,5975.41402566057,5968.029177393633,5929.1226751028225,5800.5059436133215,5619.885058858015,50.39951191090757,26.666884246764894,-596300.0,-474996.8444508442,21.135732642967877,51.718360363471895,53.64837185538116,20.942097485273827,147081.24764391052,136147.109562914,11.07831790628461,-10.023759079747746,21.10207698603236,True,False,-0.0806838677434672,-0.008872193406846418,0.003995119109075684,-0.007628846314306492,-0.23333115753235106,-1,-0.28864267357032125,0.01870547556991914,9.041794725087275,-0.03597521089944644,-0.29057902514726175,0.08031120246400691,0.0008695487283663095,0.9930495714642391,-1
2013-02-13,5943.14990234375,5969.5,5922.9501953125,5932.9501953125,5932.9501953125,142600,43.81894028878396,5926.6194761683555,5971.369851341706,5963.351979782816,5929.272773934575,5803.1286020628095,5623.000134842638,51.107219326305724,34.10586740402849,-453700.0,-469672.63333813316,20.15207852169892,51.38133462322391,53.346100224426856,20.52140465102759,145288.7485863463,137007.49495452546,12.616651548921254,-5.4956769540139465,18.1123285029352,True,False,-0.06181059711216036,-0.007494155660663915,0.011072193263057195,-0.005098103310585245,-0.1589413259597151,1,-0.29847921478301076,0.021265392652190823,9.017644905550865,-0.036830538557405035,-0.2947859534897241,0.060443800060496766,0.006160477247285412,0.9922020596888349,-1
2013-02-14,5933.2001953125,5940.2001953125,5884.5498046875,5896.9501953125,5896.9501953125,143800,39.10385302071732,5914.751763826013,5964.28226505321,5954.498408520107,5928.005221831748,5804.986455394487,5625.726006091095,48.62848003075552,26.96832671541299,-597500.0,-501629.4750035999,20.054810746664792,51.68626719477934,53.124789153807185,20.474681530006468,144693.2491518078,137913.16229392207,16.549914071795683,-1.086558748852021,17.636472820647704,False,True,-0.10896146979282684,-0.008304519978441172,-0.013715199692444835,-0.00966466178331038,-0.23031673284587012,-1,-0.2994518925333521,0.028065209173635638,8.939321924481275,-0.02707816787494499,-0.29525318469993533,0.04916199980561631,0.007334299691793111,0.9906315631131566,-1
2013-02-15,5869.9501953125,5899.9501953125,5853.89990234375,5887.39990234375,5887.39990234375,125100,37.937590065154396,5903.811019233108,5956.960135271357,5945.551941029926,5926.4128563616305,5806.618404839028,5628.329726451818,47.98816862699987,21.303811843218256,-722600.0,-556872.1062526999,20.52052658586849,51.283697607205816,52.879310280927,20.387565418603348,136855.94949108467,136204.74065473245,20.204773731705245,3.1717077472594326,17.033065984445813,False,True,-0.12062409934845603,-0.008922187631163037,-0.02011831373000128,-0.009780763714277163,-0.28696188156781743,-1,-0.2947947341413151,0.034318670494358314,8.983804691149771,-0.030174612059883588,-0.2961243458139665,0.004781102575592389,0.0021317208236106833,0.9921947997111337,-1
